,all,coincident,noncoincident
0,0.8664259927797834,0.9831460674157303,0.7171717171717171
1,0.8690909090909091,0.9830508474576272,0.7346938775510204
2,0.8669064748201439,0.9775280898876404,0.74
3,0.8669064748201439,0.9776536312849162,0.7171717171717171
4,0.8525179856115108,0.9776536312849162,0.7070707070707071
5,0.8505338078291815,0.9723756906077348,0.71
6,0.8571428571428571,0.9717514124293786,0.6990291262135923
7,0.8540925266903915,0.9774011299435028,0.7307692307692307
8,0.8535714285714285,0.96045197740113,0.7281553398058253
9,0.8673835125448028,0.9775280898876404,0.7029702970297029
10,0.8592057761732852,0.9772727272727273,0.7128712871287128
11,0.8664259927797834,0.9772727272727273,0.7227722772277227
12,0.8540925266903915,0.9775280898876404,0.7087378640776699
13,0.8469750889679716,0.9774011299435028,0.6730769230769231
14,0.8464285714285714,0.9717514124293786,0.6893203883495146
15,0.8571428571428571,0.9659090909090909,0.6730769230769231
16,0.8456140350877193,0.9611111111111111,0.7142857142857143
17,0.856140350877193,0.9608938547486033,0.7075471698113207
18,0.8496503496503497,0.9553072625698324,0.7009345794392523
19,0.8515901060070671,0.9659090909090909,0.7289719626168224
20,0.8475177304964538,0.9719101123595506,0.7019230769230769
21,0.8571428571428571,0.9602272727272727,0.7115384615384616
22,0.8404255319148937,0.9659090909090909,0.7075471698113207
