index,time_start,time_peak,time_end,nar,xray_class,COINCIDENCE,USFLUX,MEANGAM,MEANGBT,MEANGBZ,MEANGBH,MEANJZD,TOTUSJZ,MEANJZH,TOTUSJH,ABSNJZH,SAVNCPP,MEANPOT,TOTPOT,MEANSHR,SHRGT45,R_VALUE,AREA_ACR,g_s,slf,d_l_f,ARs
0,2010-05-03 09:48:00,not applicable,not applicable,11065,N,False,7.869054545454545e+20,27.88842727272727,129.34254545454544,127.91718181818182,46.6302909090909,0.3136629118181818,1124428272727.2727,-0.0023254744272727273,47.7418090909091,3.441479845454546,251935232727.27274,1702.2754545454545,3.000356363636363e+21,23.06111818181818,3.035488181818182,0.01701909090909091,52.086890909090904,0.0,0.0,0.0,inf
1,2010-05-06 15:48:00,not applicable,not applicable,11070,N,False,4.800811206896552e+20,35.27172413793103,166.02689655172415,163.1089655172414,78.7450775862069,0.025034639655172417,848045689655.1724,-0.01262242896551724,43.98898275862068,9.41188620689655,369021051724.13794,2585.9568965517237,2.504154568965517e+21,24.557637931034485,7.380974137931033,0.7707517241379311,33.952646551724136,0.0,0.026498275862068963,0.038552586206896555,inf
2,2010-05-08 21:48:00,not applicable,not applicable,11071,N,False,5.843946551724138e+20,30.425181034482755,145.68396551724135,143.9575,60.03688793103448,-0.2507282413793103,807717758620.6897,-0.001953514974137931,41.59012068965518,2.711982896551724,201536905172.4138,2277.1758620689657,2.598128448275862e+21,23.59518965517241,4.307552586206897,0.4549181034482758,27.28283620689655,0.0,0.03043793103448276,0.04310344827586207,inf
3,2010-06-03 06:00:00,not applicable,not applicable,11073,N,False,7.977887931034481e+20,31.16462068965517,137.6328448275862,136.62991379310344,60.586120689655175,0.6658597801724137,1413439655172.4138,-0.0007604155689655173,61.83058620689655,2.549874474137931,501369887931.0345,1735.410344827586,3.0574120689655176e+21,22.17777586206896,3.7331422413793103,0.06039137931034483,114.23413793103448,0.0,0.0,0.0,inf
4,2010-05-30 18:00:00,not applicable,not applicable,11074,N,False,2.425521951219512e+21,31.322146341463412,107.12863414634145,108.18973170731708,47.98617073170732,-0.22326806585365858,2684970731707.317,-0.0021038231707317073,139.92243902439023,7.149202439024392,669559756097.561,2447.592682926829,1.1480690243902439e+22,24.430878048780485,6.673868292682927,1.3748487804878047,49.652170731707315,0.0,0.28853170731707317,0.45590975609756107,2.7010026197822956e+202
5,2010-06-18 12:48:00,not applicable,not applicable,11083,N,False,3.4882605263157894e+20,35.16414035087719,135.46859649122808,134.79131578947369,62.84857894736842,1.1056992192982456,706829385964.9122,-0.015064053508771932,30.599982456140353,9.330026315789475,602540263157.8948,1673.7666666666664,1.4137721929824558e+21,25.071157894736842,8.932476052631579,1.9535105263157895,44.83761403508771,0.0,0.0,0.0,inf
6,2010-06-28 18:00:00,not applicable,not applicable,11085,N,False,6.45909298245614e+20,29.16967543859649,134.7216666666667,133.53228070175436,54.48516666666667,0.8855939736842106,1064212982456.1404,0.0037969908070175436,46.67325438596492,4.37338403508772,578464736842.1052,1570.6245614035088,2.3140938596491225e+21,21.66937719298246,2.9805715789473686,0.9659429824561404,75.43985087719298,0.0,0.0,0.0,inf
7,2010-07-13 15:36:00,not applicable,not applicable,11088,N,False,6.242803448275862e+20,30.63641379310345,140.10025862068966,138.76301724137932,58.291525862068966,0.03752339034482759,894277931034.4828,0.006188509784482758,42.58303448275863,5.987175724137931,455258293103.4483,2143.5112068965514,2.712174137931035e+21,23.28501724137931,3.746087068965517,0.2201094827586207,36.41663793103448,0.0,0.20409051724137933,0.34917931034482763,inf
8,2010-07-27 15:36:00,not applicable,not applicable,11090,N,False,1.0060502586206897e+21,29.853043103448275,121.07112068965519,120.20155172413794,46.64906896551724,0.5214195431034482,1706481206896.5518,0.000844876851724138,69.41474137931036,2.5813713051724143,489364051724.13794,1692.3827586206894,4.0337310344827586e+21,24.921655172413793,4.972678448275862,1.6512336206896552,66.23646551724138,0.0,0.0,0.0,inf
9,2010-08-30 05:24:00,not applicable,not applicable,11104,N,False,1.1313473275862067e+21,30.629293103448276,131.33551724137934,130.23974137931032,55.067439655172414,0.9036360775862069,1974393965517.2415,0.0045612519827586216,84.46497413793105,8.991470862068965,956400896551.7241,1788.1637931034484,4.575420689655172e+21,23.17255172413794,3.2788397413793104,0.19033706896551725,111.47566379310346,0.0,0.0,0.0,inf
